Term in CSV,Other Term in CSV,Similarity Score
scheergaten,smeergaten,86
scheergaten,scheergangen,87
scheerhouten,scheerbouten,92
scheerhouten,scheerhoutjes,88
scheerstokken,schaarstokken,85
scheerstokken,scheistokken,88
scheerstokken,schortstokken,85
scheien,schepen,86
scheien,schenen,86
scheien,scheren,86
scheien,scheden,86
scheistokken,heistokken,91
scheistokken,scheerstokken,88
schellen,hellen,86
schellingstenen,schellingen,85
schenenbanden,scheenranden,88
schepkasten,schepradkasten,88
schepkasten,scheurkasten,87
schepramen,schepradmolen,87
schepramen,schepvormen,86
schepramen,schulpramen,86
schepraddeuren,schepraderen,92
schepradkasten,schepradkast,92
schepradkasten,schepkasten,88
schepradkasten,scheurkasten,85
schepschijven,sleepschijven,85
schepvormen,schepramen,86
scheurbakken,scheurbanken,92
scheurbanken,scheurbakken,92
scheurkasten,schepkasten,87
scheurkasten,schepradkasten,85
scheurmessen,scheermessen,92
schietgaten,uitschietgaten,88
schiftklampen,schootklampen,85
schoepen,schepen,93
schoepen,schoenen,88
schoepen,schoppen,88
schoepen,scheppen,88
schoepenwielen,schoepwielen,92
schoepwielen,schoepenwielen,92
schofhouten,schuifhouten,87
schoten,scholen,86
schoten,schoren,86
schoten,beschoten,88
schoten,schroten,93
schoten,schotel,86
schoten,schotten,93
schopplanken,schotplanken,92
schortstokken,schaarstokken,85
schortstokken,scheerstokken,85
schotbalken,schoorbalken,87
schotbalken,schotelbalken,92
schotbalken,schutbalken,91
schotbalken,schotbalkstuwen,85
schotels,hotels,86
schotels,schotel,93
schotelbalken,schotbalken,92
schotplanken,schopplanken,92
schouders,houders,88
schroefbladen,volschroefbladen,90
schrooiblokken,schootblokken,89
schudarmen,schulparmen,86
schuiven,schijven,88
schuiven,schuiten,88
schuifhouten,schofhouten,87
schuiframen,Schuiframen,91
schuiframen,schuifraam,86
schuiten,schuiven,88
schulparmen,schudarmen,86
schulparmen,schulpramen,91
schulpramen,schepramen,86
schulpramen,schulparmen,91
schutbalken,schotbalken,91
schutbalken,stutbalken,86
schuren,Schuren,86
schuren,scharen,86
schuren,schoren,86
schuren,scheren,86
slagen,Afslagen,86
slagen,slangen,92
slagen,omslagen,86
slagen,beslagen,86
slagbinten,slaggebinten,91
slagblokken,slagbalken,86
slagblokken,lagerblokken,87
slagblokken,naslagsblokken,88
slagblokken,voorslagblokken,85
slagdorpels,slagdrempels,87
slagheien,naslagheien,90
slaghouten,lagerhouten,86
slagmeelbakken,naslagsmeelbakken,90
slagmeelbakken,voorslagmeelbakken,88
slagstijlen,aanslagstijlen,88
sleebalken,sleeblokken,86
sleebalken,sleutelbalken,87
sleebalken,steenbalken,86
sleeblokken,sleebalken,86
sleeblokken,steenblokken,87
sleephellingen,scheepshellingen,87
sleephellingen,sleephelling,92
sleephellingen,sleestellingen,86
sleepkruiwerken,sleepkruiwerk,93
sleepkruiwerken,sleepluiwerken,90
sleepluiwerken,sleepluiwerk,92
sleepluiwerken,sleepkruiwerken,90
sleepschijven,reepschijven,88
sleepschijven,schepschijven,85
sleepschijven,steenschijven,85
sleepschijven,speelschijven,85
sleerondsels,sleerondseltjes,89
sleerondsels,steenrondsels,88
sleerondseltjes,sleerondsels,89
sleestellingen,sleephellingen,86
sleestellingen,sleestellingbalken,88
sleestellingen,sleestellingstudden,85
sleestellingen,sleestellingstukken,85
sleestellingbalken,sleestellingen,88
sleestellingstudden,sleestellingen,85
sleestellingstudden,sleestellingstukken,89
sleestellingstukken,sleestellingen,85
sleestellingstukken,sleestellingstudden,89
sleestukken,sleutelstukken,88
sleestukken,steenstukken,87
slekhouten,slijkhouten,86
slekhouten,strekhouten,86
slekhouten,slikhouten,90
slekhouten,slemphouten,86
sleutelbalken,sleebalken,87
sleutelstukken,sleestukken,88
sleutelstukken,sluitstukken,85
slikhouten,slijkhouten,95
slikhouten,slekhouten,90
slotplaten,stootplaten,86
slotschroeven,stelschroeven,85
slotstukken,sluitstukken,87
sluisbalken,slikbalken,86
sluisbalken,sluitbalken,91
sluisbalken,luibalken,90
sluitingen,sluitlijnen,86
sluitingen,sluitringen,95
sluitingen,tassluitingen,87
sluitingen,d-sluitingen,91
sluitlijnen,sluitingen,86
sluitringen,sluitingen,95
sluitringen,d-sluitingen,87
sluitstukken,sleutelstukken,85
sluitstukken,slotstukken,87
sluitstukken,spruitstukken,88
smeergaten,scheergaten,86
sorteerschijven,steenschijven,86
sorteertafels,oriënteertafels,86
spaakkettingen,spankettingen,89
spannen,pannen,92
spannen,spanten,86
spannen,spinnen,86
spankettingen,spaakkettingen,89
spankettingen,vangkettingen,85
spanklossen,spinklossen,91
spanringen,spantringen,95
spanringen,standringen,86
spanstokken,palstokken,86
spantbalken,puntbalken,86
spantringen,spanringen,95
spatpennen,splitpennen,86
spiebouten,spijlbouten,86
spiegels,Spiegels,88
spiegels,pegels,86
spijlbouten,spiebouten,86
spilbuizen,spuisluizen,86
spilmoeren,spindelmoeren,87
spinnen,pinnen,92
spinnen,spannen,86
spindelmoeren,spilmoeren,87
spitijzers,spaltijzers,86
splitpennen,spatpennen,86
splitpennen,sluitpennen,91
spoelkuipen,koelkuipen,86
spoelkuipen,pelkuipen,90
spoorwielen,spoorwegen,86
spoorwielen,spoorwiel,90
spoorwielen,spoorwielkammen,85
spoorwielkammen,spoorwielen,85
springveren,ringveren,90
spruitstukken,sluitstukken,88
spuien,spuiten,92
spuideuren,sluisdeuren,86
spuigaten,spuiten,88
staande werken,staande werk,92
staande werken,gaande werken,89
staarten,staart,86
staarten,staten,86
staartbakken,staartbalken,92
staartbalken,staartbalk,91
staartbalken,staartbakken,92
stampbakken,stampzakken,91
stamperblokken,hamerblokken,85
stampzakken,stampbakken,91
standerden,standerdmolen,87
standerden,standerd,89
steekborden,steenborden,91
steekborden,steenboren,86
steekborden,steekbord,90
steekcirkels,steencirkels,92
steekluiken,steenluiken,91
steekluiken,teerluiken,86
steekluiken,steeksluizen,87
steekschuiven,steenschijven,85
stelen,steen,91
stelen,stelpen,92
stelen,stoelen,92
stenen,steen,91
stenen,steunen,92
stenen,tenen,91
stenen,strengen,86
stenen,stengen,92
steenassen,steenbussen,86
steenbakken,steenbakkerijen,85
steenbakken,steenbalken,91
steenbakken,steenblokken,87
steenbakken,stevenbalken,87
steenbalken,sleebalken,86
steenbalken,steenbakken,91
steenbalken,steenbedbalken,88
steenbalken,steenblokken,87
steenbalken,stevenbalken,96
steenbedbalken,steenbalken,88
steenbedbalken,stevenbalken,85
steenbedwiggen,steenbuswiggen,86
steenborden,steekborden,91
steenborden,steenoren,90
steenborden,steenboren,95
steenbruggen,steenbuswiggen,85
steenbruggen,veenbruggen,87
steenbussen,steenassen,86
steenbuswiggen,steenbedwiggen,86
steenbuswiggen,steenbruggen,85
steencirkels,steekcirkels,92
steenluiken,steekluiken,91
steenluiken,teerluiken,86
steenoren,steenoven,89
steenoren,steenborden,90
steenoren,steenboren,95
steenoren,stevenroeren,86
steenringen,Beenringen,86
steenringen,stelringen,86
steenringen,steunringen,91
steenringen,tentringen,86
steenrondsels,steenrondsel,96
steenrondsels,sleerondsels,88
steenschijven,sleepschijven,85
steenschijven,sorteerschijven,86
steenschijven,steekschuiven,85
steenschijven,steenschaven,88
steenschijven,speelschijven,85
steenschroeven,stelschroeven,89
steenschroeven,steenschaven,85
steenschroeven,steenscharen,85
steenspillen,steenspil,86
steenstaven,steenschaven,87
steenstijlen,steenbijlen,87
stellingen,Stellingen,90
stellingen,stelling,89
stellingen,stellingdelen,87
stellingen,stellinghaken,87
stellingen,stellingmiken,87
stellingen,stelringen,90
stellingen,stallingen,90
stellingen,schellingen,86
stellingdelen,stellingdeel,88
stellingdelen,stellingen,87
stellingdelen,stellingdeuren,89
stellingdeuren,stellingdeel,85
stellingdeuren,stellingdelen,89
stellinghaken,stellingen,87
stellinghaken,stellinghekken,89
stellinghaken,stellingmiken,85
stellinghekken,stellinghaken,89
stellingmiken,stellingen,87
stellingmiken,stellinghaken,85
stelringen,steenringen,86
stelringen,stellingen,90
stelringen,steunringen,86
stelringen,sleutelringen,87
stelschroeven,slotschroeven,85
stelschroeven,steenschroeven,89
sterwielen,stropwielen,86
sterwielen,waterwielen,86
sterwielen,stuurwielen,86
steunen,stenen,92
steunen,stengen,86
steunders,tenders,88
steunringen,steenringen,91
steunringen,stelringen,86
steunringen,tentringen,86
stiften,stuiten,86
stofborden,stormborden,86
stofborden,stuifborden,86
stofluiken,stormluiken,86
stofschuiven,stopschuiven,92
stootblokken,stopblokken,87
stootblokken,schootblokken,88
stootplaten,slotplaten,86
stopblokken,stootblokken,87
stopschuiven,stofschuiven,92
stormborden,stofborden,86
stormluiken,stofluiken,86
stormschilden,stormschild,92
stortbedden,stortebedden,96
stoters,staters,86
strekels,stekel,86
strijkers,strijkkamers,86
strijkkamers,stijlkamers,87
strijkkamers,strijkers,86
strikstokken,trilstokken,87
strippen,stroppen,88
strippen,trippen,93
stroombuizen,stroomsluizen,88
stroppen,strippen,88
stroppen,toppen,86
stropwielen,sterwielen,86
studvangen,stutvangen,90
stuifborden,stofborden,86
stutten,stuiten,86
stutbalken,sluitbalken,86
stutbalken,schutbalken,86
stutvangen,studvangen,90
tanden,Stranden,86
tanden,tanen,91
tapijzers,kapijzers,89
tenen,stenen,91
tenen,tenten,91
teenstukken,steenstukken,96
teerluiken,steekluiken,86
teerluiken,steenluiken,86
tegels,tengels,92
tempelbalken,stempelbalken,96
tempelbalken,pelbalken,86
tieren,tijveren,86
tieren,tierens,92
t-ijzers,u-ijzers,88
toppen,Optoppen,86
toppen,stroppen,86
topstukken,kopstukken,90
transmissieassen,transmissieas,90
trapgevels,trapgevel,95
trekbalken,trekblokken,86
trekblokken,trekbalken,86
trekblokken,trekkerblokken,88
trekblokken,trekvangblokken,85
trekbouten,strekhouten,86
trekijzers,breekijzers,86
trekijzers,strikijzers,86
trekkerblokken,trekblokken,88
trekregulateurs,regulateurs,85
trekstangen,trekvangen,86
trekvangen,trekstangen,86
trekvangblokken,trekblokken,85
trekvangblokken,vangblokken,85
triangels,tingels,88
trilstokken,strikstokken,87
turbinehuizen,tuinhuizen,87
tussenboezems,tussenboezem,96
u-ijzers,t-ijzers,88
uitbouwen,uitbouw,88
uitbouwen,luitouwen,89
uitschietgaten,schietgaten,88
uitwateringssluizen,uitwateringssluis,89
vanen,vangen,91
vaanstokken,vangstokken,91
vangen,vanen,91
vangen,vangogen,86
vangankers,vanghangers,86
vangbalken,hanigbalken,86
vangbalken,langsbalken,86
vangbalken,vangblokken,86
vangblokken,trekvangblokken,85
vangblokken,vangbalken,86
vanghangers,vangankers,86
vangkettingen,spankettingen,85
vangogen,vangen,86
vangstokken,vangstukken,91
vangstokken,vaanstokken,91
vangtouwen,vangtouw,89
vangwerken,gangwerken,90
vangwerken,hangwerken,90
varkens,Varkens,86
varkens,varken,92
veerbalken,vloerbalken,86
velden,veldoven,86
veldkruizen,pelkruizen,86
velgstukken,vulstukken,86
vensterbliden,vensterluiken,85
vensterluiken,vensterbliden,85
verhefborden,hefborden,86
verhefstoelen,hefstoelen,87
viertakskogelrijnen,viertaksrijnen,85
viertaksrijnen,viertakskogelrijnen,85
vijzelbakken,vijzelbak,86
vijzelbomen,vijzelkommen,87
vijzelkommen,vijzelkom,86
vijzelkommen,vijzelbomen,87
vitten,davitten,86
vlegels,vleugel,86
vlegels,vleugels,93
vleugels,vleugel,93
vleugels,vlegels,93
vleugelwerken,vleugeldeuren,85
vliegers,vegers,86
vloerbalken,moerbalken,86
vloerbalken,veerbalken,86
vloerbalken,voegbalken,86
vloerbalken,roerbalken,86
vloerplaten,voetplaten,86
vloerstukken,vormstukken,87
vlonders,vlonder,93
vluchten,vlechten,88
vluchten,vlucht,86
vluchten,gevluchten,89
vluchten,luchten,93
voegbalken,vloerbalken,86
voetplaten,vloerplaten,86
volschroefbladen,schroefbladen,90
volwielen,rolwielen,89
voorhamers,voorhangers,86
voorhangers,voorhamers,86
voorhangers,oorhangers,95
voorkeuvelensbalken,keuvelensbalken,88
voorlijken,voorlijsten,86
voorlijsten,voorlijken,86
voorlopers,voorloper,95
voormolens,boormolens,90
voorslagen,voorslagbulen,87
voorslagen,voorslagharen,87
voorslagen,voorslagheien,87
voorslagen,voorslagladen,87
voorslagen,voorstaggen,86
voorslagblokken,slagblokken,85
voorslagblokken,voorslagbulen,86
voorslagblokken,voorslagsblokken,97
voorslagbuilen,voorslagbulen,96
voorslagbulen,voorslagen,87
voorslagbulen,voorslagblokken,86
voorslagbulen,voorslagbuilen,96
voorslagbulen,voorslagladen,85
voorslagharen,voorslagen,87
voorslagharen,voorslagheien,85
voorslagharen,voorslagladen,85
voorslagheien,voorslagen,87
voorslagheien,voorslagharen,85
voorslagladen,voorslagen,87
voorslagladen,voorslagbulen,85
voorslagladen,voorslagharen,85
voorslagmeelbakken,slagmeelbakken,88
voorslagsblokken,voorslagblokken,97
voorwaterloopdekken,waterloopdekken,88
vorstbalken,borstbalken,91
vuisterpannen,vuisterplaten,85
vuisterplaten,vuisterpannen,85
vulgewichten,gewichten,86
vulplankjes,opvulplankjes,92
vulstukken,velgstukken,86
waaierpompen,waaierpomp,91
wachtdeuren,wachtdeur,90
wachtkleppen,zwichtkleppen,88
wachtkozijnen,waterkozijnen,85
walpennen,walpinnen,89
walpennen,zwalpennen,95
walpinnen,walpennen,89
wangijzers,hangijzers,90
wanzolders,hangzolders,86
warmwaterketels,waterketels,85
wasschijven,wasschuiven,91
wasschuiven,wasschijven,91
waterassen,waterpassen,95
waterassen,terassen,89
wateraslagers,waterlagers,92
waterbakken,waterbekkens,87
waterbakken,waterzakken,91
waterborden,achterborden,87
waterketels,koutwaterketels,85
waterketels,warmwaterketels,85
waterlagers,wateraslagers,92
waterloopdekken,voorwaterloopdekken,88
waterrechten,waterburchten,88
waterschermen,waterschepen,88
waterschermen,kamerschermen,85
waterstoelen,waterstoepen,92
waterstoepen,waterstoelen,92
waterwielen,sterwielen,86
waterwielen,waterwegen,86
weerstijlen,keerstijlen,91
weerstijlen,reestijlen,86
wentelassen,wentelasspaken,88
wentelaslagers,wentellagers,92
wentelasspaken,wentelassen,88
wentellagers,wentelaslagers,92
wiegen,wegen,91
wielen,welen,91
wielschijven,wielschuiven,92
windhaken,windhanen,89
windhaken,wondhaken,89
windhanen,windhaken,89
wolfsbalken,wolfsdaken,86
wolfsdaken,wolfsbalken,86
wolfskeepers,wolfskepers,96
wolfskepers,wolfskeepers,96
wrijfklampen,rijklampen,91
zadelbalken,zadeldaken,86
zadelbalken,zeilbalken,86
zadeldaken,zadeldak,89
zadeldaken,zadelbalken,86
zeverijen,weverijen,89
zwaaihaken,zwaardhaken,86
zwichtbomen,zwichthefbomen,88
zwichthefbomen,zwichtbomen,88
zwichthefbomen,zwichtkniehefbomen,88
zwichtkasten,zwichtkastarmen,89
zwichtkastarmen,zwichtkasten,89
zwichtkettingen,zwichtingen,85
zwichtkleppen,wachtkleppen,88
zwichtkniehefbomen,zwichthefbomen,88
zwichtstangen,lichtstangen,88
zwichtstokken,lichtstokken,88
zwingelhokken,zwingelhouten,85
zwingelhouten,zwingelhokken,85
zwingelplanken,zwingelspanen,89
zwingelspanen,zwingelplanken,89
pleisterwerken,pleisterwerk,92
plinten,pleinen,86
bakstenen,baksteen,94
beelden,Beelden,86
deuvels,heuvels,86
deuvels,deutels,86
doopvonten,Doopvonten,90
doopvonten,doopvont,89
palen,pallen,91
mortels,mortel,92
mortels,motels,92
beschoeiingen,beschoeiing,92
beschoeiingen,beschietingen,85
haardstenen,hardsteen,90
wandtegel,wandtegels,95
majolica's,majolica,89
kacheltegels,kacheltegel,96
lavabo's,lavabo,86
mozaieken,mozaïeken,89
vlechtwerken,lichtwerken,87
steenblokken,sleeblokken,87
steenblokken,steenbakken,87
steenblokken,steenbalken,87
schroten,schoten,93
schroten,schotten,88
waterwegen,waterwerken,86
waterwegen,Waterwegen,90
waterwegen,waterwielen,86
aquaducten,aquaduct,89
hoofdgrachten,hoofdwachten,88
cunetten,netten,86
cunetten,lunetten,88
dokken,doken,91
Droogdok,droogdok,88
jachthavens,jachthaven,95
vaarten,invaarten,88
tenten,tenen,91
tentringen,steenringen,86
tentringen,steunringen,86
tentringen,tentharingen,91
tentharingen,tentringen,91
tentzeilen,torenzeilen,86
kop-hals-rompboerderijen,kop-hals-rompboerderij,96
kop-hals-rompboerderijen,kop-rompboerderijen,88
kop-rompboerderijen,kop-rompboerderij,94
kop-rompboerderijen,kop-hals-rompboerderijen,88
stelpboerderijen,stolpboerderij,87
stelpboerderijen,stolpboerderijen,94
stelpboerderijen,kasteelboerderijen,88
stolpboerderijen,stolpboerderij,93
stolpboerderijen,stelpboerderijen,94
T-huisboerderijen,tolhuisboerderijen,86
langgevelboerderijen,langgevelboerderij,95
langgevelboerderijen,langsdeelboerderijen,90
langsdeelschuren,langsdeelschuur,90
dwarsdeelschuren,dwarsdeelschuur,90
Vlaamse schuren,Vlaamse schuur,90
schoppen,Schoppen,88
schoppen,schoepen,88
schoppen,scheppen,88
vloedschuren,veldschuren,87
wagenschuren,wagenschuur,87
karnhuizen,Warenhuizen,86
karnhuizen,warenhuizen,86
karnhuizen,armenhuizen,86
bakhuizen,pakhuizen,89
bakhuizen,badhuizen,89
eenroeders,Eenroeders,90
eenroeders,tweeroeders,86
tweeroeders,eenroeders,86
dwarsdeelboerderijen,dwarsdeelboerderij,95
dwarsdeelboerderijen,langsdeelboerderijen,85
dwarshuisboerderijen,dwarshuisboerderij,95
herenboerderijen,herenboerderij,93
jachtboerderijen,pachtboerderijen,94
kaasboerderijen,Tabaksboerderijen,88
kaasboerderijen,kasteelboerderijen,85
kasteelboerderijen,stelpboerderijen,88
kasteelboerderijen,kaasboerderijen,85
kasteelhoeven,Kasteelhoeve,88
kloosterboerderijen,kloosterboerderij,94
krimpenboerderijen,krimpenboerderij,94
langhuisboerderijen,langhuisboerderij,94
langhuisboerderijen,tolhuisboerderijen,86
langsdeelboerderijen,langgevelboerderijen,90
langsdeelboerderijen,dwarsdeelboerderijen,85
modelboerderijen,modelboerderij,93
modelboerderijen,polderboerderijen,85
oldambtster boerderijen,Oldambtse boerderij,86
ontginningsboerderijen,Ontginningsboerderij,90
pachtboerderijen,jachtboerderijen,94
polderboerderijen,modelboerderijen,85
polderboerderijen,proefboerderijen,85
proefboerderijen,Proefboerderij,87
proefboerderijen,polderboerderijen,85
saksische boerderijen,saksische boerderij,95
stelpen,stiepen,86
stelpen,stelen,92
stelpen,stoepen,86
stelpen,stoelen,86
tolhuisboerderijen,T-huisboerderijen,86
tolhuisboerderijen,langhuisboerderijen,86
villaboerderijen,villaboerderij,93
afgeleide Westfriese typen,gekeerde Westfriese typen,86
gekeerde Westfriese typen,afgeleide Westfriese typen,86
fokkerijgebouwen,kwekerijgebouwen,88
kassen,kassein,92
kassen,assen,91
kwekerijgebouwen,fokkerijgebouwen,88
potstallen,zijpotstallen,87
veestallen,Veenstallen,86
veestallen,vleeshallen,86
Friese stallen,Friese steen,85
Hollandse stallen,Hollandse stal,90
middenstallen,middenstijlen,85
paardestallen,paardestal,87
zijpotstallen,potstallen,87
baanwachtershuizen,wachtershuizen,88
brugwachtershuisjes,Brugwachtershuis,86
havenwachterswoningen,baanwachterswoningen,88
havenwachterswoningen,seinwachterswoningen,88
seinhuisjes,Seinhuisje,86
sluiswachtershuisjes,Sluiswachterhuisje,89
spuihuizen,spuisluizen,86
spuihuizen,spinhuizen,90
spuihuizen,spuithuizen,95
begraafplaatsen,begraafplaats,93
begraafplaatsen,erebegraafplaatsen,91
begraafplaatsen,begraafplaatshekken,88
dierenbegraafplaatsen,dierenbegraafplaats,95
dierenbegraafplaatsen,erebegraafplaatsen,92
erebegraafplaatsen,dierenbegraafplaats,86
erebegraafplaatsen,begraafplaatsen,91
erebegraafplaatsen,dierenbegraafplaatsen,92
Israëlitische begraafplaatsen,Israëlitische begraafplaats,96
katholieke begraafplaatsen,katholieke begraafplaats,96
bestuursgebouwen,bestuursgebouw,93
bestuursgebouwen,beursgebouwen,90
bestuursgebouwen,landsbestuursgebouwen,86
admiraliteitsgebouwen,admiraliteitsgebouw,95
ambassades,ambassade,95
departementen,appartementen,85
gemeenlandshuizen,gemeenlandshuis,88
landsbestuursgebouwen,bestuursgebouwen,86
parlementsgebouwen,parlementsgebouw,94
polderhuizen,onderhuizen,87
regeringsgebouwen,legeringsgebouw,88
regeringsgebouwen,legeringsgebouwen,94
waterschapshuizen,waterschapshuis,88
vergaderzalen,vergaderzaal,88
columbaria,columbarium,86
dierenverblijven,dierenverblijf,87
kippenrennen,kippenren,86
menagerieen,menagerie,90
eendenhuizen,beenderhuizen,88
eendekooien,eendenkooi,86
duivenhokken,duivenhok,86
varkenshokken,varkenshok,87
beeldentuinen,beeldentuin,92
cultureel centra,cultureel centrum,91
muziektenten,muziektent,91
operagebouwen,operagebouw,92
panopticums,panopticum,95
tentoonstellingsgebouwen,tentoonstellingsgebouw,96
zendmasten,zendmast,89
zendstations,zendstation,96
zendstations,eilandstations,85
gerechtsgebouwen,Gerechtsgebouw,87
ambachtshuizen,ambachtshuis,85
huizen van bewaring,huis van bewaring,89
opvoedingsgestichten,opvoedingsgesticht,95
rechtbanken,rechtbank,90
schandpalen,schandpaal,86
spinhuizen,spuihuizen,90
spinhuizen,spuithuizen,86
