term_in_csv,other_term,similarity_score
schilderkunst ; negentiende eeuw ; Frankrijk,grafische kunst ; negentiende eeuw ; Frankrijk,89
schilderkunst ; negentiende eeuw ; Frankrijk,schilderkunst ; negentiende eeuw ; België,85
schilderkunst ; negentiende eeuw ; Frankrijk,tekenkunst ; negentiende eeuw ; Frankrijk,87
schilderkunst ; negentiende eeuw ; Frankrijk,schilderkunst ; twintigste eeuw ; Frankrijk,85
schilderkunst ; negentiende eeuw ; Frankrijk,schilderkunst ; negentiende eeuw ; Europa,87
schilderkunst ; negentiende eeuw ; Frankrijk,kunst ; negentiende eeuw ; Frankrijk,90
"schilderkunst ; barok, klassicisme ; Frankrijk","schilderkunst ; barok, klassicisme",85
"schilderkunst ; barok, klassicisme ; Frankrijk","schilderkunst ; barok, klassicisme ; Nederland",87
"schilderkunst ; barok, klassicisme ; Frankrijk","schilderkunst ; barok, klassicisme ; Spanje",90
"schilderkunst ; barok, klassicisme ; Frankrijk","schilderkunst ; barok, klassicisme ; Italië",88
"schilderkunst ; barok, klassicisme ; Frankrijk","tekenkunst ; barok, klassicisme ; Frankrijk",88
"schilderkunst ; barok, klassicisme ; Frankrijk","kunst ; barok, klassicisme ; Frankrijk",90
"schilderkunst ; barok, klassicisme ; Frankrijk","grafische kunst ; barok, klassicisme ; Frankrijk",89
"schilderkunst ; barok, klassicisme ; Frankrijk","schilderkunst ; barok, klassicisme ; Europa",88
"schilderkunst ; barok, klassicisme ; Frankrijk","schilderkunst ; barok, klassicisme ; België",85
"schilderkunst ; barok, klassicisme ; België","schilderkunst ; barok, klassicisme",88
"schilderkunst ; barok, klassicisme ; België","schilderkunst ; barok, klassicisme ; Nederland",88
"schilderkunst ; barok, klassicisme ; België","schilderkunst ; barok, klassicisme ; Spanje",88
"schilderkunst ; barok, klassicisme ; België","schilderkunst ; barok, klassicisme ; Italië",93
"schilderkunst ; barok, klassicisme ; België","schilderkunst ; barok, klassicisme ; Europa",86
"schilderkunst ; barok, klassicisme ; België","schilderkunst ; barok, klassicisme ; Frankrijk",85
videokunst ; Nederland,volkskunst ; Nederland,86
glaskunst ; Europa,glaskunst ; Oost-Europa,88
kunst ; negentiende eeuw ; België,schilderkunst ; negentiende eeuw ; België,89
kunst ; negentiende eeuw ; België,kunst ; negentiende eeuw ; Italië,91
infrarood spectroscopie,Infraroodspectroscopie,93
Absorptie. Emissie. Terugkaatsing (reflectie). Breking (refractie).,Absorptie. Emissie. Terugkaatsing (reflectie). Breking,89
Analytische scheikunde,Analytische chemie,85
Chemische analysemethoden,Optische analysemethoden,86
"Spectraalanalysemethoden. Optische analysemethoden. Incl.: Microscopie, Röntgen",Spectraalanalysemethoden. Optische analysemethoden. Incl.:,85
Analyse van anorganische stoffen,Analyse van organische stoffen,97
Analyse van organische stoffen,Analyse van anorganische stoffen,97
Biologische wetenschappen in het algemeen,technische wetenschappen in het algemeen,86
lacquers,lacquer,93
Medische wetenschappen,esoterische wetenschappen,85
Medische wetenschappen,technische wetenschappen,87
Techniek in het algemeen,Tekenen in het algemeen,85
Materiaalfouten en de beproevingen. Incl.: Onvolkomenheden. Corrosie,Materiaalfouten en de beproevingen. Incl.: Onvolkomenheden.,93
Fysische en chemische invloeden. Corrosie. Weerstand tegen corrosie,Fysische en chemische invloeden. Corrosie. Weerstand tegen,93
Polymerisatie,Polymerisaten,92
Chemische producten. Chemicaliën,Chemische producten. Chemicalin,98
Diverse organisch-chemische industrieën,organisch-chemische industrie,85
Grofkeramiek. Harde kleiartikelen. Mengsels van keramiek en andere materialen,Grofkeramiek. Harde kleiartikelen. Mengsels van keramiek en,87
"Gips, kalk en cementindustrie. Pleisters en samenstellingen. Mortel. Beton","Gips, kalk en cementindustrie. Pleisters en samenstellingen.",90
"Kleurstoffenindustrie. Fabricage en gebruik van kleurstoffen, inkten",Verfstoffenindustrie. Fabricage en gebruik van verfstoffen,86
"Kleurstoffenindustrie. Fabricage en gebruik van kleurstoffen, inkten","Kleurstoffenindustrie. Fabricage en gebruik van kleurstoffen,",95
Verfstoffenindustrie. Fabricage en gebruik van verfstoffen,"Kleurstoffenindustrie. Fabricage en gebruik van kleurstoffen, inkten",86
Verfstoffenindustrie. Fabricage en gebruik van verfstoffen,"Kleurstoffenindustrie. Fabricage en gebruik van kleurstoffen,",91
Drukinkten. Lithografische inkten. Schrijf- en tekenstiften. Kleurpotloden,Drukinkten. Lithografische inkten. Schrijf- en tekenstiften.,90
Vloeibare bestanddelen en bindmiddelen (verf). Bindmiddel als verf zonder pigment,Vloeibare bestanddelen en bindmiddelen (verf). Bindmiddel als,86
Conservering van metalen,Conservering van metaalkunsten,89
Conservering van metalen,conservering van metaal,89
Conservering van hout,Conservering van foto's,86
Houtsoorten,Houtsoort,90
Impregnering en overige behandeling van hout. Kunstmatige droging,Impregnering en overige behandeling van hout. Kunstmatige,93
Impregnering en overige behandeling van hout. Kunstmatige droging,Impregnering en overige behandeling van hout. Kunstmatige drogin,99
Lederindustrie,Leerindustrie,96
Conservering van papier,Conservering van papierkunst,90
Algemeenheden betreffende de papierfabricage. Eigenschappen en beproeving,Algemeenheden betreffende de papierfabricage. Eigenschappen en,92
Synthetische polycondensatieprodukten. Polycondensaten. Synthetische harsen,Synthetische polycondensatieprodukten. Polycondensaten.,85
Boekbinden,Boekbanden,90
"Klimaatbeheersing. Verwarming, ventilatie, luchtbehandeling van gebouwen","Klimaatbeheersing. Verwarming, ventilatie, luchtbehandeling van",93
Verlies of onbevoegde verwijdering. Incl.: Verlies tijdens transport,Verlies of onbevoegde verwijdering. Incl.: Verlies tijdens,92
"Moderne kunststromingen (vanaf de late 19e eeuw). Realisme, impressionisme","Moderne kunststromingen (vanaf de late 19e eeuw). Realisme,",89
"Moderne kunststromingen (vanaf de late 19e eeuw). Realisme, impressionisme","Moderne kunststromingen (vanaf de late 19e eeuw). Realisme, impr",93
Burgerlijke architectuur,Burgelijke architectuur,98
Eindafwerking van het oppervlakvan meubels. Nabewerking.,Eindafwerking van het oppervlak van meubels. Nabewerking.,99
Conservering van metaalkunsten,Conservering van metalen,89
Conservering van metaalkunsten,Conservering van textielkunst,85
Tekenen in het algemeen,Techniek in het algemeen,85
Industriële en huiselijke kunst en kunstnijverheid. Toegepaste kunst,Industriële en huiselijke kunst en kunstnijverheid. Toegepaste,95
Conservering van textielkunst,Conservering van metaalkunsten,85
Conservering van papierkunst,Conservering van papier,90
Gebrandschilderd glas. Incl.: Artistieke beglazing. Decoratieve vensters,Gebrandschilderd glas. Incl.: Artistieke beglazing. Decoratieve,93
Olieverfschilderijen,olieverfschilderingen,88
Schilderijen op doek,Schildering op doek,92
Achterglasschilderijen,Achterglasschilderij,95
Achterglasschilderijen,achterglasschildering,88
Conservering van foto's,Conservering van hout,86
Fotokopiëren. Fotografische reproductie en fotografische drukken,Fotokopiren. Fotografische reproductie en fotografische drukken,99
Archeologisch aardewerk,Archeologische waarde,86
Algemene geschiedenis,Algemene wereldgeschiedenis,88
conservation,conservator,87
"Museum klimatologie, verlichting en depots. Incl.: Technische dienst","Museum klimatologie, verlichting en depots. Incl.: Technische",95
scholen in de kunstgeschiedenis,stijlen in de kunstgeschiedenis,90
stijlen in de kunstgeschiedenis,scholen in de kunstgeschiedenis,90
stijlen in de kunstgeschiedenis,invloeden in de kunstgeschiedenis,88
invloeden in de kunstgeschiedenis,stijlen in de kunstgeschiedenis,88
lacquer,lacquers,93
parels,parel,91
etnografie,Petrografie,86
etnografie,Ethnografie,86
"scheikunde ; onderwijs, beroepsuitoefening, organisaties","natuurkunde ; onderwijs, beroepsuitoefening, organisaties",90
spectrochemische analyse,Geochemische analyse,86
spectrochemische analyse,Micro-chemische analyse,85
radiochemische analyse,Geochemische analyse,86
anorganische analyse,organische analyse,95
organische analyse,anorganische analyse,95
anorganische verbindingen: overige,organische verbindingen: overige,97
organische verbindingen: overige,anorganische verbindingen: overige,97
Analytische chemie,Analytische scheikunde,85
Anorganische chemie,Organische chemie,89
schilderkunst ; zeventiende eeuw ; Nederland,schilderkunst ; negentiende eeuw ; Nederland,95
schilderkunst ; zeventiende eeuw ; Nederland,schilderkunst ; twintigste eeuw ; Nederland,85
schilderkunst ; zeventiende eeuw ; Nederland,kunst ; negentiende eeuw ; Nederland,85
schilderkunst ; zeventiende eeuw ; Nederland,beeldhouwkunst ; zeventiende eeuw ; Nederland,85
schilderkunst ; zeventiende eeuw ; Nederland,prentkunst ; zeventiende eeuw ; Nederland,87
schilderkunst ; zeventiende eeuw ; Nederland,tekenkunst : zeventiende eeuw ; Nederland,85
beeldhouwkunst ; zeventiende eeuw ; Nederland,beeldhouwkunst ; twintigste eeuw ; Nederland,85
beeldhouwkunst ; zeventiende eeuw ; Nederland,bouwkunst ; negentiende eeuw ; Nederland,89
beeldhouwkunst ; zeventiende eeuw ; Nederland,beeldhouwkunst ; negentiende eeuw ; nederland,93
beeldhouwkunst ; zeventiende eeuw ; Nederland,schilderkunst ; zeventiende eeuw ; Nederland,85
beeldhouwkunst ; zeventiende eeuw ; Nederland,prentkunst ; zeventiende eeuw ; Nederland,86
beeldhouwkunst ; zeventiende eeuw ; Nederland,tekenkunst : zeventiende eeuw ; Nederland,86
prentkunst ; zeventiende eeuw ; Nederland,tekenkunst ; negentiende eeuw ; Nederland,88
prentkunst ; zeventiende eeuw ; Nederland,kunst ; negentiende eeuw ; Nederland,88
prentkunst ; zeventiende eeuw ; Nederland,schilderkunst ; zeventiende eeuw ; Nederland,87
prentkunst ; zeventiende eeuw ; Nederland,beeldhouwkunst ; zeventiende eeuw ; Nederland,86
prentkunst ; zeventiende eeuw ; Nederland,tekenkunst : zeventiende eeuw ; Nederland,90
tekenkunst : zeventiende eeuw ; Nederland,tekenkunst ; negentiende eeuw ; Nederland,93
tekenkunst : zeventiende eeuw ; Nederland,kunst ; negentiende eeuw ; Nederland,86
tekenkunst : zeventiende eeuw ; Nederland,schilderkunst ; zeventiende eeuw ; Nederland,85
tekenkunst : zeventiende eeuw ; Nederland,beeldhouwkunst ; zeventiende eeuw ; Nederland,86
tekenkunst : zeventiende eeuw ; Nederland,prentkunst ; zeventiende eeuw ; Nederland,90
watermerken,waterwerken,91
handwerken,hangwerken,90
hofjes,hofje,91
Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en zilverinkt,Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en zilverin,98
Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en zilverinkt,Metaalhoudende inkten. incl. IJzergallus inkt. Goud- en,91
gassen,assen,91
"onderwijs, beroepsuitoefening, organisaties (kunst) ; Duitsland","onderwijs, beroepsuitoefening, organisaties (kunst) ; Frankrijk",89
"onderwijs, beroepsuitoefening, organisaties (kunst) ; Duitsland","onderwijs, beroepsuitoefening, organisaties (kunst) ; Italië",91
"onderwijs, beroepsuitoefening, organisaties (kunst) ; Duitsland","onderwijs, beroepsuitoefening, organisaties (kunst) ; Nederland",92
"onderwijs, beroepsuitoefening, organisaties (kunst) ; Duitsland","onderwijs, beroepsuitoefening, organisaties (kunst)",89
"onderwijs, beroepsuitoefening, organisaties (kunst) ; Duitsland","onderwijs, beroepsuitoefening, organisaties (kunst) ; Verenigde",89
iconografie ; literatuur,iconografie ; de natuur,85
"kunst ; barok, klassicisme","schilderkunst ; barok, klassicisme",87
"kunst ; barok, klassicisme","tekenkunst ; barok, klassicisme",91
"kunst ; barok, klassicisme","bouwkunst ; barok, klassicisme",93
"kunst ; barok, klassicisme","beeldhouwkunst ; barok, klassicisme",85
"kunst ; barok, klassicisme","kunst ; barok, klassicisme ; Europa",85
"kunst ; barok, klassicisme","kunst ; barok, klassicisme ; Italië",85
kunst ; twintigste eeuw ; italië,kunst ; twintigste eeuw ; Polen,86
kunst ; twintigste eeuw ; italië,kunst ; twintigste eeuw ; Duitsland,87
kunst ; twintigste eeuw ; italië,kunst ; twintigste eeuw ; BRD,85
kunst ; twintigste eeuw ; italië,kunst ; twintigste eeuws ; Italië,95
geschiedenis van de schilderkunst ; Duitsland,geschiedenis van de schilderkunst,85
geschiedenis van de schilderkunst ; Duitsland,geschiedenis van de schilderkunst ; Nederland,89
geschiedenis van de schilderkunst ; Duitsland,geschiedenis van de schilderkunst ; Spanje,87
geschiedenis van de schilderkunst ; Duitsland,geschiedenis van de schilderkunst ; Europa,87
geschiedenis van de schilderkunst ; Duitsland,geschiedenis van de schilderkunst ; China,88
geschiedenis van de schilderkunst ; Duitsland,geschiedenis van de schilderkunst ; Italië,87
geschiedenis van de schilderkunst ; Duitsland,geschiedenis van de beeldhouwkunst ; Duitsland,86
geschiedenis van de schilderkunst ; Duitsland,geschiedenis van de schilderkunst ; Denemarken,86
geschiedenis van de schilderkunst ; Italië,geschiedenis van de schilderkunst,88
geschiedenis van de schilderkunst ; Italië,geschiedenis van de schilderkunst ; Nederland,85
geschiedenis van de schilderkunst ; Italië,geschiedenis van de tekenkunst ; Italië,86
geschiedenis van de schilderkunst ; Italië,geschiedenis van de schilderkunst ; Spanje,88
geschiedenis van de schilderkunst ; Italië,geschiedenis van de schilderkunst ; Frankrijk,87
geschiedenis van de schilderkunst ; Italië,geschiedenis van de schilderkunst ; Europa,88
geschiedenis van de schilderkunst ; Italië,geschiedenis van de schilderkunst ; China,89
geschiedenis van de schilderkunst ; Italië,geschiedenis van de schilderkunst ; Duitsland,87
geschiedenis van de schilderkunst ; Italië,geschiedenis van de beeldhouwkunst ; Italië,85
geschiedenis van de schilderkunst ; Verenigde Staten,geschiedenis van de schilderkunst ; Nederland,85
geschiedenis van de schilderkunst ; Verenigde Staten,geschiedenis van de grafische kunst ; Verenigde Staten,91
geschiedenis van de schilderkunst ; Verenigde Staten,geschiedenis van de beeldhouwkunst ; Verenigde Staten,88
geschiedenis van de schilderkunst ; Verenigde Staten,geschiedenis van de schilderkunst ; Denemarken,86
geschiedenis van de tekenkunst ; België en Luxemburg,geschiedenis van de schilderkunst ; België en Luxemburg,90
geschiedenis van de tekenkunst ; België en Luxemburg,geschiedenis van de beeldhouwkunst ; België en Luxemburg,91
geschiedenis van de tekenkunst ; België en Luxemburg,geschiedenis van de grafische kunst ; België en Luxemburg,88
tekenkunst ; middeleeuwen,kunst ; middeleeuwen,89
geschiedenis van de grafische kunst ; Frankrijk,geschiedenis van de grafische kunst,85
geschiedenis van de grafische kunst ; Frankrijk,geschiedenis van de grafische kunst ; Europa,88
geschiedenis van de grafische kunst ; Frankrijk,geschiedenis van de tekenkunst ; Frankrijk,85
geschiedenis van de grafische kunst ; Frankrijk,geschiedenis van de grafische kunst ; Nederland,87
geschiedenis van de grafische kunst ; Frankrijk,geschiedenis van de schilderkunst ; Frankrijk,89
geschiedenis van de grafische kunst ; België en Luxemburg,geschiedenis van de schilderkunst ; België en Luxemburg,91
geschiedenis van de grafische kunst ; België en Luxemburg,geschiedenis van de beeldhouwkunst ; België en Luxemburg,85
geschiedenis van de grafische kunst ; België en Luxemburg,geschiedenis van de tekenkunst ; België en Luxemburg,88
geschiedenis van de beeldhouwkunst ; Europa,geschiedenis van de beeldhouwkunst,88
geschiedenis van de beeldhouwkunst ; Europa,geschiedenis van de tekenkunst ; Europa,88
geschiedenis van de beeldhouwkunst ; Europa,geschiedenis van de bouwkunst ; Europa,94
geschiedenis van de beeldhouwkunst ; Europa,geschiedenis van de schilderkunst ; Europa,85
geschiedenis van de beeldhouwkunst ; Europa,geschiedenis van de beeldhouwkunst ; Frankrijk,88
geschiedenis van de beeldhouwkunst ; Europa,geschiedenis van de beeldhouwkunst ; Nederland,88
geschiedenis van de beeldhouwkunst ; Europa,geschiedenis van de beeldhouwkunst ; Afrika,91
geschiedenis van de beeldhouwkunst ; Europa,geschiedenis van de beeldhouwkunst ; Griekenland,86
geschiedenis van de beeldhouwkunst ; Europa,geschiedenis van de beeldhouwkunst ; Duitsland,88
geschiedenis van de beeldhouwkunst ; Europa,geschiedenis van de beeldhouwkunst ; Italië,88
geschiedenis van de beeldhouwkunst ; Duitsland,geschiedenis van de beeldhouwkunst,85
geschiedenis van de beeldhouwkunst ; Duitsland,geschiedenis van de beeldhouwkunst ; Frankrijk,85
geschiedenis van de beeldhouwkunst ; Duitsland,geschiedenis van de beeldhouwkunst ; Nederland,89
geschiedenis van de beeldhouwkunst ; Duitsland,geschiedenis van de beeldhouwkunst ; Afrika,88
geschiedenis van de beeldhouwkunst ; Duitsland,geschiedenis van de beeldhouwkunst ; Griekenland,89
geschiedenis van de beeldhouwkunst ; Duitsland,geschiedenis van de schilderkunst ; Duitsland,86
geschiedenis van de beeldhouwkunst ; Duitsland,geschiedenis van de beeldhouwkunst ; Europa,88
geschiedenis van de beeldhouwkunst ; Duitsland,geschiedenis van de beeldhouwkunst ; Italië,88
geschiedenis van de bouwkunst ; Frankrijk,geschiedenis van de bouwkunst ; Nederland,85
geschiedenis van de bouwkunst ; Frankrijk,geschiedenis van de tekenkunst ; Frankrijk,89
geschiedenis van de bouwkunst ; Frankrijk,geschiedenis van de bouwkunst ; Europa,86
geschiedenis van de bouwkunst ; Frankrijk,geschiedenis van de schilderkunst ; Frankrijk,86
geschiedenis van de bouwkunst ; Frankrijk,geschiedenis van de beeldhouwkunst ; Frankrijk,94
kunst van Europa ; Zweden,kunst van Europa ; Nederland,87
kunst van Europa ; Zweden,kunst van Europa ; algemeen,85
"onderwijs, beroepsuitoefening, organisaties (kunst)","onderwijs, beroepsuitoefening, organisaties (theologie)",89
"onderwijs, beroepsuitoefening, organisaties (kunst)","onderwijs, beroepsuitoefening, organisaties (biologie)",88
"onderwijs, beroepsuitoefening, organisaties (kunst)","onderwijs, beroepsuitoefening, organisaties (kunst) ; Frankrijk",89
"onderwijs, beroepsuitoefening, organisaties (kunst)","onderwijs, beroepsuitoefening, organisaties (kunst) ; Italië",92
"onderwijs, beroepsuitoefening, organisaties (kunst)","onderwijs, beroepsuitoefening, organisaties (kunst) ; Nederland",89
"onderwijs, beroepsuitoefening, organisaties (kunst)","onderwijs, beroepsuitoefening, organisaties (kunst) ; Duitsland",89
"onderwijs, beroepsuitoefening, organisaties (kunst)","onderwijs, beroepsuitoefening, organisaties (kunst) ; Verenigde",89
"onderwijs, beroepsuitoefening, organisaties (kunst)","onderwijs, beroepsuitoefening, organisaties (documentaire",89
vaandels,vaandel,93
zolderingen,solderingen,91
depots,depot,91
Optische analysemethoden,Chemische analysemethoden,86
anorganische materialen,Anorganisch materiaal,86
anorganische materialen,organische materialen,95
organische materialen,Organisch materiaal,85
organische materialen,Anorganisch materiaal,86
organische materialen,anorganische materialen,95
genotmiddelen,Genotsmiddelen,89
